x,y,z,fp_x,fp_y,fp_z,B.tot,B.tot.mag,B.canc,B.canc.mag,B.RMF,B.RMF.mag,B.RMF.mag_1,is.rot
0.04,0.01,-0.04,-0.94918,0.309017,0.059717,,,,0.0005,[-1.36265713e-04  4.84718753e-05 -6.01560387e-05],0.000628,0.000157,FALSE
0.04,0.01,-0.03,-0.94918,0.309017,0.059717,,,,0.000465,[-1.57197572e-04  5.57933126e-05 -7.00024790e-05],0.000724,0.000181,FALSE
0.04,0.01,-0.02,-0.94918,0.309017,0.059717,,,,0.000427,[-1.81411846e-04  6.41777918e-05 -8.11725695e-05],0.000836,0.000209,FALSE
0.04,0.01,-0.01,-0.94918,0.309017,0.059717,,,,0.000402,[-2.09390369e-04  7.37487379e-05 -9.37301570e-05],0.000964,0.000241,FALSE
0.04,0.01,0,-0.94918,0.309017,0.059717,,,,0.000419,[-2.41658178e-04  8.46293627e-05 -1.07688708e-04],0.001112,0.000278,FALSE
0.04,0.01,0.01,-0.94918,0.309017,0.059717,,,,0.000508,[-2.78772070e-04  9.69356299e-05 -1.22984649e-04],0.00128,0.00032,FALSE
0.04,0.01,0.02,-0.94918,0.309017,0.059717,,,,0.000681,[-0.0003213   0.00011077 -0.00013944],0.001468,0.000367,FALSE
0.04,0.01,0.03,-0.94918,0.309017,0.059717,,,,0.000932,[-0.00036979  0.00012619 -0.00015674],0.001684,0.000421,FALSE
0.04,0.01,0.04,-0.94918,0.309017,0.059717,,,,0.001253,[-0.0004247   0.00014323 -0.00017434],0.001924,0.000481,FALSE
0.04,0.01,0.05,-0.94918,0.309017,0.059717,,,,0.001634,[-0.00048638  0.00016183 -0.00019148],0.002188,0.000547,FALSE
0.04,0.02,-0.05,-0.94918,0.309017,0.059717,,,,0.000533,[-1.17975148e-04  4.50074386e-05 -4.52663810e-05],0.000536,0.000134,FALSE
0.04,0.02,-0.04,-0.94918,0.309017,0.059717,,,,0.000506,[-1.35998791e-04  5.21072922e-05 -5.29169668e-05],0.00062,0.000155,FALSE
0.04,0.02,-0.03,-0.94918,0.309017,0.059717,,,,0.00047,[-1.56851794e-04  6.03265527e-05 -6.16633387e-05],0.000716,0.000179,FALSE
0.04,0.02,-0.02,-0.94918,0.309017,0.059717,,,,0.000429,[-1.80961349e-04  6.98243570e-05 -7.15897813e-05],0.000828,0.000207,FALSE
0.04,0.02,-0.01,-0.94918,0.309017,0.059717,,,,0.000397,[-2.08800783e-04  8.07719929e-05 -8.27537652e-05],0.000956,0.000239,FALSE
0.04,0.02,0,-0.94918,0.309017,0.059717,,,,0.000401,[-2.40884114e-04  9.33487252e-05 -9.51680085e-05],0.0011,0.000275,FALSE
0.04,0.02,0.01,-0.94918,0.309017,0.059717,,,,0.000477,[-0.00027775  0.00010773 -0.00010878],0.001268,0.000317,FALSE
0.04,0.02,0.02,-0.94918,0.309017,0.059717,,,,0.000641,[-0.00031996  0.0001241  -0.00012343],0.00146,0.000365,FALSE
0.04,0.02,0.03,-0.94918,0.309017,0.059717,,,,0.000887,[-0.00036803  0.00014259 -0.00013882],0.001672,0.000418,FALSE
0.04,0.02,0.04,-0.94918,0.309017,0.059717,,,,0.001207,[-0.0004224   0.00016331 -0.0001545 ],0.001916,0.000479,FALSE
0.04,0.02,0.05,-0.94918,0.309017,0.059717,,,,0.00159,[-0.00048338  0.00018629 -0.00016976],0.00218,0.000545,FALSE
0.04,0.03,-0.05,-0.94918,0.309017,0.059717,,,,0.000544,[-1.16831695e-04  4.72645148e-05 -3.83902966e-05],0.000528,0.000132,FALSE
0.04,0.03,-0.04,-0.94918,0.309017,0.059717,,,,0.000518,[-1.34608569e-04  5.49901729e-05 -4.49217032e-05],0.000608,0.000152,FALSE
0.04,0.03,-0.03,-0.94918,0.309017,0.059717,,,,0.000481,[-1.55156297e-04  6.39999393e-05 -5.23781881e-05],0.000704,0.000176,FALSE
0.04,0.03,-0.02,-0.94918,0.309017,0.059717,,,,0.000438,[-1.78887525e-04  7.44937227e-05 -6.08265805e-05],0.000812,0.000203,FALSE
0.04,0.03,-0.01,-0.94918,0.309017,0.059717,,,,0.000396,[-2.06257591e-04  8.66920805e-05 -7.03094758e-05],0.00094,0.000235,FALSE
0.04,0.03,0,-0.94918,0.309017,0.059717,,,,0.000381,[-2.37758471e-04  1.00832911e-04 -8.08298184e-05],0.001084,0.000271,FALSE
0.04,0.03,0.01,-0.94918,0.309017,0.059717,,,,0.000436,[-2.73906252e-04  1.17164957e-04 -9.23306017e-05],0.001248,0.000312,FALSE
0.04,0.03,0.02,-0.94918,0.309017,0.059717,,,,0.000585,[-0.00031522  0.00013594 -0.00010467],0.001436,0.000359,FALSE
0.04,0.03,0.03,-0.94918,0.309017,0.059717,,,,0.000824,[-0.00036218  0.00015738 -0.00011759],0.001648,0.000412,FALSE
0.04,0.03,0.04,-0.94918,0.309017,0.059717,,,,0.001142,[-0.00041521  0.00018169 -0.00013067],0.001888,0.000472,FALSE
0.04,0.03,0.05,-0.94918,0.309017,0.059717,,,,0.001529,[-0.00047454  0.00020898 -0.00014331],0.002152,0.000538,FALSE
0.04,0.04,-0.05,-0.94918,0.309017,0.059717,,,,0.00056,[-1.14812000e-04  4.87574876e-05 -3.10168909e-05],0.000516,0.000129,FALSE
0.04,0.04,-0.04,-0.94918,0.309017,0.059717,,,,0.000537,[-1.32173469e-04  5.69794374e-05 -3.62909563e-05],0.000592,0.000148,FALSE
0.04,0.04,-0.03,-0.94918,0.309017,0.059717,,,,0.000503,[-1.52214251e-04  6.66304924e-05 -4.22832482e-05],0.000684,0.000171,FALSE
0.04,0.04,-0.02,-0.94918,0.309017,0.059717,,,,0.000458,[-1.75326399e-04  7.79497502e-05 -4.90349179e-05],0.000792,0.000198,FALSE
0.04,0.04,-0.01,-0.94918,0.309017,0.059717,,,,0.00041,[-2.01940388e-04  9.12060435e-05 -5.65643070e-05],0.000916,0.000229,FALSE
0.04,0.04,0,-0.94918,0.309017,0.059717,,,,0.000379,[-2.32518498e-04  1.06695889e-04 -6.48542975e-05],0.001056,0.000264,FALSE
0.04,0.04,0.01,-0.94918,0.309017,0.059717,,,,0.000408,[-2.67541843e-04  1.24737927e-04 -7.38360165e-05],0.001216,0.000304,FALSE
0.04,0.04,0.02,-0.94918,0.309017,0.059717,,,,0.000535,[-3.07488439e-04  1.45662306e-04 -8.33686365e-05],0.0014,0.00035,FALSE
0.04,0.04,0.03,-0.94918,0.309017,0.059717,,,,0.000763,[-3.52799218e-04  1.69793125e-04 -9.32154230e-05],0.001608,0.000402,FALSE
0.04,0.04,0.04,-0.94918,0.309017,0.059717,,,,0.001079,[-0.00040383  0.00019742 -0.00010302],0.001844,0.000461,FALSE
0.04,0.04,0.05,-0.94918,0.309017,0.059717,,,,0.001474,[-0.00046078  0.00022877 -0.00011226],0.002108,0.000527,FALSE
0.04,0.05,-0.05,-0.94918,0.309017,0.059717,,,,0.000584,[-1.11995976e-04  4.93933624e-05 -2.32799387e-05],0.0005,0.000125,FALSE
0.04,0.05,-0.04,-0.94918,0.309017,0.059717,,,,0.000565,[-1.28796914e-04  5.79518608e-05 -2.71812442e-05],0.000576,0.000144,FALSE
0.04,0.05,-0.03,-0.94918,0.309017,0.059717,,,,0.000537,[-1.48159956e-04  6.80560133e-05 -3.15605150e-05],0.000664,0.000166,FALSE
0.04,0.05,-0.02,-0.94918,0.309017,0.059717,,,,0.000498,[-1.70452872e-04  7.99804826e-05 -3.64247023e-05],0.000768,0.000192,FALSE
0.04,0.05,-0.01,-0.94918,0.309017,0.059717,,,,0.000453,[-1.96077500e-04  9.40391266e-05 -4.17578362e-05],0.000884,0.000221,FALSE
0.04,0.05,0,-0.94918,0.309017,0.059717,,,,0.000417,[-2.25462781e-04  1.10584725e-04 -4.75112414e-05],0.001024,0.000256,FALSE
0.04,0.05,0.01,-0.94918,0.309017,0.059717,,,,0.000428,[-2.59051675e-04  1.30005088e-04 -5.35916160e-05],0.00118,0.000295,FALSE
0.04,0.05,0.02,-0.94918,0.309017,0.059717,,,,0.000531,[-2.97279491e-04  1.52713662e-04 -5.98471357e-05],0.00136,0.00034,FALSE
0.04,0.05,0.03,-0.94918,0.309017,0.059717,,,,0.000743,[-3.40540740e-04  1.79132253e-04 -6.60521357e-05],0.00156,0.00039,FALSE
0.04,0.05,0.04,-0.94918,0.309017,0.059717,,,,0.001057,[-3.89141237e-04  2.09662995e-04 -7.18914850e-05],0.001792,0.000448,FALSE
0.04,0.05,0.05,-0.94918,0.309017,0.059717,,,,0.001461,[-4.43232136e-04  2.44646354e-04 -7.69465390e-05],0.002048,0.000512,FALSE
0.05,-0.05,-0.05,-0.94918,0.309017,0.059717,,,,0.000602,[-9.30736391e-05  1.16029513e-05 -8.71295663e-05],0.000512,0.000128,FALSE
0.05,-0.05,-0.04,-0.94918,0.309017,0.059717,,,,0.000587,[-1.06649926e-04  1.21412140e-05 -1.00380737e-04],0.000588,0.000147,FALSE
0.05,-0.05,-0.03,-0.94918,0.309017,0.059717,,,,0.000561,[-1.22272611e-04  1.25344121e-05 -1.15351297e-04],0.000676,0.000169,FALSE
0.05,-0.05,-0.02,-0.94918,0.309017,0.059717,,,,0.000523,[-1.40247754e-04  1.27207906e-05 -1.32137311e-04],0.000772,0.000193,FALSE
0.05,-0.05,-0.01,-0.94918,0.309017,0.059717,,,,0.000474,[-1.60917320e-04  1.26243631e-05 -1.50781314e-04],0.000884,0.000221,FALSE
0.05,-0.05,0,-0.94918,0.309017,0.059717,,,,0.000424,[-1.84656718e-04  1.21532911e-05 -1.71242046e-04],0.001008,0.000252,FALSE
0.05,-0.05,0.01,-0.94918,0.309017,0.059717,,,,0.000404,[-2.11867789e-04  1.11986348e-05 -1.93354891e-04],0.001148,0.000287,FALSE
0.05,-0.05,0.02,-0.94918,0.309017,0.059717,,,,0.000472,[-2.42964857e-04  9.63373058e-06 -2.16781992e-04],0.001304,0.000326,FALSE
0.05,-0.05,0.03,-0.94918,0.309017,0.059717,,,,0.000665,[-2.78350826e-04  7.31448416e-06 -2.40951855e-04],0.001472,0.000368,FALSE
0.05,-0.05,0.04,-0.94918,0.309017,0.059717,,,,0.000975,[-3.18379537e-04  4.08089018e-06 -2.64989754e-04],0.001656,0.000414,FALSE
0.05,-0.05,0.05,-0.94918,0.309017,0.059717,,,,0.00139,[-3.63300136e-04 -2.39902980e-07 -2.87642551e-04],0.001852,0.000463,FALSE
0.05,-0.04,-0.05,-0.94918,0.309017,0.059717,,,,0.000586,[-9.83394322e-05  1.68137198e-05 -8.61459400e-05],0.000528,0.000132,FALSE
0.05,-0.04,-0.04,-0.94918,0.309017,0.059717,,,,0.000569,[-1.13010913e-04  1.81990816e-05 -9.94613875e-05],0.000608,0.000152,FALSE
0.05,-0.04,-0.03,-0.94918,0.309017,0.059717,,,,0.000543,[-1.29975954e-04  1.95566162e-05 -1.14548062e-04],0.000696,0.000174,FALSE
0.05,-0.04,-0.02,-0.94918,0.309017,0.059717,,,,0.000508,[-1.49598567e-04  2.08316030e-05 -1.31517038e-04],0.0008,0.0002,FALSE
0.05,-0.04,-0.01,-0.94918,0.309017,0.059717,,,,0.000468,[-1.72291551e-04  2.19514251e-05 -1.50428526e-04],0.00092,0.00023,FALSE
0.05,-0.04,0,-0.94918,0.309017,0.059717,,,,0.000441,[-1.98516108e-04  2.28219850e-05 -1.71261594e-04],0.001052,0.000263,FALSE
0.05,-0.04,0.01,-0.94918,0.309017,0.059717,,,,0.000459,[-2.28776685e-04  2.33240190e-05 -1.93874351e-04],0.001204,0.000301,FALSE
0.05,-0.04,0.02,-0.94918,0.309017,0.059717,,,,0.000566,[-2.63608338e-04  2.33096040e-05 -2.17953498e-04],0.001372,0.000343,FALSE
0.05,-0.04,0.03,-0.94918,0.309017,0.059717,,,,0.000778,[-3.03553027e-04  2.25992657e-05 -2.42952958e-04],0.001556,0.000389,FALSE
0.05,-0.04,0.04,-0.94918,0.309017,0.059717,,,,0.001091,[-3.49120415e-04  2.09802360e-05 -2.68022839e-04],0.001764,0.000441,FALSE
0.05,-0.04,0.05,-0.94918,0.309017,0.059717,,,,0.001498,[-4.00728080e-04  1.82065351e-05 -2.91932242e-04],0.001984,0.000496,FALSE
0.05,-0.03,-0.05,-0.94918,0.309017,0.059717,,,,0.000576,[-1.02911066e-04  2.20852477e-05 -8.43392630e-05],0.00054,0.000135,FALSE
0.05,-0.03,-0.04,-0.94918,0.309017,0.059717,,,,0.000559,[-1.18533209e-04  2.43920382e-05 -9.75926541e-05],0.00062,0.000155,FALSE
0.05,-0.03,-0.03,-0.94918,0.309017,0.059717,,,,0.000536,[-1.36662449e-04  2.68194905e-05 -1.12656100e-04],0.000716,0.000179,FALSE
0.05,-0.03,-0.02,-0.94918,0.309017,0.059717,,,,0.000508,[-1.57712373e-04  2.93307050e-05 -1.29657067e-04],0.000824,0.000206,FALSE
0.05,-0.03,-0.01,-0.94918,0.309017,0.059717,,,,0.000484,[-1.82156207e-04  3.18704954e-05 -1.48676173e-04],0.000948,0.000237,FALSE
0.05,-0.03,0,-0.94918,0.309017,0.059717,,,,0.000484,[-2.10528098e-04  3.43606386e-05 -1.69717307e-04],0.001092,0.000273,FALSE
0.05,-0.03,0.01,-0.94918,0.309017,0.059717,,,,0.00054,[-2.43419440e-04  3.66946331e-05 -1.92667997e-04],0.001252,0.000313,FALSE
0.05,-0.03,0.02,-0.94918,0.309017,0.059717,,,,0.000678,[-2.81467194e-04  3.87322336e-05 -2.17248781e-04],0.001432,0.000358,FALSE
0.05,-0.03,0.03,-0.94918,0.309017,0.059717,,,,0.000907,[-3.25330202e-04  4.02941884e-05 -2.42951157e-04],0.001632,0.000408,FALSE
0.05,-0.03,0.04,-0.94918,0.309017,0.059717,,,,0.001227,[-3.75648473e-04  4.11577976e-05 -2.68965180e-04],0.001856,0.000464,FALSE
0.05,-0.03,0.05,-0.94918,0.309017,0.059717,,,,0.001631,[-4.32979745e-04  4.10541122e-05 -2.94100052e-04],0.0021,0.000525,FALSE
0.05,-0.02,-0.05,-0.94918,0.309017,0.059717,,,,0.00057,[-1.06687079e-04  2.73278697e-05 -8.16541366e-05],0.000548,0.000137,FALSE
0.05,-0.02,-0.04,-0.94918,0.309017,0.059717,,,,0.000555,[-1.23089534e-04  3.06156550e-05 -9.46931447e-05],0.000632,0.000158,FALSE
0.05,-0.02,-0.03,-0.94918,0.309017,0.059717,,,,0.000535,[-1.42172050e-04  3.42016532e-05 -1.09558726e-04],0.000732,0.000183,FALSE
0.05,-0.02,-0.02,-0.94918,0.309017,0.059717,,,,0.000514,[-1.64387534e-04  3.80771737e-05 -1.26393257e-04],0.000844,0.000211,FALSE
0.05,-0.02,-0.01,-0.94918,0.309017,0.059717,,,,0.000506,[-1.90256869e-04  4.22179274e-05 -1.45296943e-04],0.000972,0.000243,FALSE
0.05,-0.02,0,-0.94918,0.309017,0.059717,,,,0.000529,[-2.20371395e-04  4.65787757e-05 -1.66298671e-04],0.00112,0.00028,FALSE
0.05,-0.02,0.01,-0.94918,0.309017,0.059717,,,,0.000611,[-2.55390246e-04  5.10876157e-05 -1.89316969e-04],0.001288,0.000322,FALSE
0.05,-0.02,0.02,-0.94918,0.309017,0.059717,,,,0.000771,[-2.96029242e-04  5.56385629e-05 -2.14109676e-04],0.00148,0.00037,FALSE
0.05,-0.02,0.03,-0.94918,0.309017,0.059717,,,,0.001016,[-3.43036969e-04  6.00847597e-05 -2.40211692e-04],0.001692,0.000423,FALSE
0.05,-0.02,0.04,-0.94918,0.309017,0.059717,,,,0.001343,[-3.97152644e-04  6.42313459e-05 -2.66861698e-04],0.001932,0.000483,FALSE
0.05,-0.02,0.05,-0.94918,0.309017,0.059717,,,,0.00175,[-4.59039567e-04  6.78293660e-05 -2.92920912e-04],0.002196,0.000549,FALSE
0.05,-0.01,-0.05,-0.94918,0.309017,0.059717,,,,0.000567,[-1.09589266e-04  3.24296398e-05 -7.80528001e-05],0.000552,0.000138,FALSE
0.05,-0.01,-0.04,-0.94918,0.309017,0.059717,,,,0.000553,[-1.26582370e-04  3.67343196e-05 -9.07025232e-05],0.00064,0.00016,FALSE
0.05,-0.01,-0.03,-0.94918,0.309017,0.059717,,,,0.000536,[-1.46382874e-04  4.15385036e-05 -1.05164502e-04],0.00074,0.000185,FALSE
0.05,-0.01,-0.02,-0.94918,0.309017,0.059717,,,,0.000521,[-1.69471390e-04  4.68707283e-05 -1.21591954e-04],0.000856,0.000214,FALSE
0.05,-0.01,-0.01,-0.94918,0.309017,0.059717,,,,0.000523,[-1.96401988e-04  5.27492674e-05 -1.40100675e-04],0.000988,0.000247,FALSE
0.05,-0.01,0,-0.94918,0.309017,0.059717,,,,0.000561,[-2.27805343e-04  5.91768982e-05 -1.60740954e-04],0.00114,0.000285,FALSE
0.05,-0.01,0.01,-0.94918,0.309017,0.059717,,,,0.000659,[-2.64386550e-04  6.61344005e-05 -1.83459584e-04],0.001316,0.000329,FALSE
0.05,-0.01,0.02,-0.94918,0.309017,0.059717,,,,0.000832,[-3.06914143e-04  7.35727695e-05 -2.08050418e-04],0.001512,0.000378,FALSE
0.05,-0.01,0.03,-0.94918,0.309017,0.059717,,,,0.001086,[-3.56195711e-04  8.14042550e-05 -2.34092709e-04],0.001736,0.000434,FALSE
0.05,-0.01,0.04,-0.94918,0.309017,0.059717,,,,0.00142,[-4.13034416e-04  8.94925377e-05 -2.60877843e-04],0.001988,0.000497,FALSE
0.05,-0.01,0.05,-0.94918,0.309017,0.059717,,,,0.00183,[-4.78159940e-04  9.76426158e-05 -2.87327291e-04],0.002264,0.000566,FALSE
0.05,0,-0.05,-0.94918,0.309017,0.059717,,,,0.000566,[-1.11566125e-04  3.72604115e-05 -7.35222376e-05],0.000556,0.000139,FALSE
0.05,0,-0.04,-0.94918,0.309017,0.059717,,,,0.000553,[-1.28948563e-04  4.25866357e-05 -8.55911354e-05],0.000644,0.000161,FALSE
0.05,0,-0.03,-0.94918,0.309017,0.059717,,,,0.000536,[-1.49217365e-04  4.86294615e-05 -9.94201646e-05],0.000744,0.000186,FALSE
0.05,0,-0.02,-0.94918,0.309017,0.059717,,,,0.000524,[-1.72868570e-04  5.54615499e-05 -1.15167163e-04],0.00086,0.000215,FALSE
0.05,0,-0.01,-0.94918,0.309017,0.059717,,,,0.000529,[-2.00474146e-04  6.31527062e-05 -1.32956931e-04],0.000996,0.000249,FALSE
0.05,0,0,-0.94918,0.309017,0.059717,,,,0.000572,[-2.32685238e-04  7.17650380e-05 -1.52854541e-04],0.001152,0.000288,FALSE
0.05,0,0.01,-0.94918,0.309017,0.059717,,,,0.000675,[-2.70229910e-04  8.13463976e-05 -1.74828917e-04],0.001328,0.000332,FALSE
0.05,0,0.02,-0.94918,0.309017,0.059717,,,,0.000853,[-3.13901839e-04  9.19218331e-05 -1.98705063e-04],0.001532,0.000383,FALSE
0.05,0,0.03,-0.94918,0.309017,0.059717,,,,0.00111,[-0.00036454  0.00010348 -0.0002241 ],0.00176,0.00044,FALSE
0.05,0,0.04,-0.94918,0.309017,0.059717,,,,0.001447,[-0.00042296  0.00011597 -0.00025037],0.00202,0.000505,FALSE
0.05,0,0.05,-0.94918,0.309017,0.059717,,,,0.001858,[-0.00048993  0.00012928 -0.00027649],0.002308,0.000577,FALSE
0.05,0.01,-0.05,-0.94918,0.309017,0.059717,,,,0.000567,[-1.12594791e-04  4.16779501e-05 -6.80798569e-05],0.000552,0.000138,FALSE
0.05,0.01,-0.04,-0.94918,0.309017,0.059717,,,,0.000553,[-1.30161887e-04  4.79935314e-05 -7.93676805e-05],0.00064,0.00016,FALSE
0.05,0.01,-0.03,-0.94918,0.309017,0.059717,,,,0.000536,[-1.50645746e-04  5.52487852e-05 -9.23208523e-05],0.00074,0.000185,FALSE
0.05,0.01,-0.02,-0.94918,0.309017,0.059717,,,,0.000521,[-1.74545686e-04  6.35647837e-05 -1.07094017e-04],0.000856,0.000214,FALSE
0.05,0.01,-0.01,-0.94918,0.309017,0.059717,,,,0.000523,[-2.02436491e-04  7.30685831e-05 -1.23812481e-04],0.000992,0.000248,FALSE
0.05,0.01,0,-0.94918,0.309017,0.059717,,,,0.000561,[-2.34971206e-04  8.38890332e-05 -1.42547263e-04],0.001148,0.000287,FALSE
0.05,0.01,0.01,-0.94918,0.309017,0.059717,,,,0.000659,[-2.72878288e-04  9.61503818e-05 -1.63280846e-04],0.001328,0.000332,FALSE
0.05,0.01,0.02,-0.94918,0.309017,0.059717,,,,0.000832,[-0.00031695  0.00010996 -0.00018586],0.001536,0.000384,FALSE
0.05,0.01,0.03,-0.94918,0.309017,0.059717,,,,0.001086,[-0.00036801  0.00012541 -0.00020995],0.001768,0.000442,FALSE
0.05,0.01,0.04,-0.94918,0.309017,0.059717,,,,0.00142,[-0.00042689  0.00014254 -0.00023494],0.002032,0.000508,FALSE
0.05,0.01,0.05,-0.94918,0.309017,0.059717,,,,0.00183,[-0.00049433  0.00016131 -0.00025989],0.002324,0.000581,FALSE
0.05,0.02,-0.05,-0.94918,0.309017,0.059717,,,,0.00057,[-1.12681253e-04  4.55355024e-05 -6.17772464e-05],0.000544,0.000136,FALSE
0.05,0.02,-0.04,-0.94918,0.309017,0.059717,,,,0.000555,[-1.30233304e-04  5.27682634e-05 -7.20842992e-05],0.000632,0.000158,FALSE
0.05,0.02,-0.03,-0.94918,0.309017,0.059717,,,,0.000535,[-1.50686352e-04  6.11588210e-05 -8.39168651e-05],0.000732,0.000183,FALSE
0.05,0.02,-0.02,-0.94918,0.309017,0.059717,,,,0.000514,[-1.74531805e-04  7.08781097e-05 -9.74175785e-05],0.000848,0.000212,FALSE
0.05,0.02,-0.01,-0.94918,0.309017,0.059717,,,,0.000506,[-2.02333453e-04  8.21126959e-05 -1.12702522e-04],0.000984,0.000246,FALSE
0.05,0.02,0,-0.94918,0.309017,0.059717,,,,0.000529,[-2.34729352e-04  9.50614244e-05 -1.29838387e-04],0.00114,0.000285,FALSE
0.05,0.02,0.01,-0.94918,0.309017,0.059717,,,,0.000611,[-0.00027243  0.00010993 -0.00014881],0.001316,0.000329,FALSE
0.05,0.02,0.02,-0.94918,0.309017,0.059717,,,,0.000771,[-0.00031619  0.00012692 -0.00016948],0.001524,0.000381,FALSE
0.05,0.02,0.03,-0.94918,0.309017,0.059717,,,,0.001016,[-0.00036683  0.00014621 -0.00019155],0.001756,0.000439,FALSE
0.05,0.02,0.04,-0.94918,0.309017,0.059717,,,,0.001343,[-0.0004251   0.00016795 -0.00021445],0.00202,0.000505,FALSE
0.05,0.02,0.05,-0.94918,0.309017,0.059717,,,,0.00175,[-0.00049171  0.00019223 -0.00023732],0.002316,0.000579,FALSE
0.05,0.03,-0.05,-0.94918,0.309017,0.059717,,,,0.000576,[-1.11858804e-04  4.86901583e-05 -5.47017242e-05],0.000536,0.000134,FALSE
0.05,0.03,-0.04,-0.94918,0.309017,0.059717,,,,0.000559,[-1.29208825e-04  5.67273948e-05 -6.38387432e-05],0.00062,0.000155,FALSE
0.05,0.03,-0.03,-0.94918,0.309017,0.059717,,,,0.000536,[-1.49402698e-04  6.61244083e-05 -7.43165680e-05],0.000716,0.000179,FALSE
0.05,0.03,-0.02,-0.94918,0.309017,0.059717,,,,0.000508,[-1.72914467e-04  7.71006244e-05 -8.62565594e-05],0.000832,0.000208,FALSE
0.05,0.03,-0.01,-0.94918,0.309017,0.059717,,,,0.000484,[-2.00285413e-04  8.99010069e-05 -9.97552421e-05],0.000964,0.000241,FALSE
0.05,0.03,0,-0.94918,0.309017,0.059717,,,,0.000484,[-0.00023212  0.00010479 -0.00011486],0.001116,0.000279,FALSE
0.05,0.03,0.01,-0.94918,0.309017,0.059717,,,,0.00054,[-0.0002691   0.00012206 -0.00013156],0.001292,0.000323,FALSE
0.05,0.03,0.02,-0.94918,0.309017,0.059717,,,,0.000678,[-0.00031194  0.00014201 -0.00014971],0.001496,0.000374,FALSE
0.05,0.03,0.03,-0.94918,0.309017,0.059717,,,,0.000907,[-0.00036138  0.00016491 -0.00016904],0.001728,0.000432,FALSE
0.05,0.03,0.04,-0.94918,0.309017,0.059717,,,,0.001227,[-0.00041814  0.00019101 -0.00018902],0.001988,0.000497,FALSE
0.05,0.03,0.05,-0.94918,0.309017,0.059717,,,,0.001631,[-0.00048281  0.00022051 -0.0002089 ],0.00228,0.00057,FALSE
0.05,0.04,-0.05,-0.94918,0.309017,0.059717,,,,0.000586,[-1.10184859e-04  5.10113275e-05 -4.69756096e-05],0.00052,0.00013,FALSE
0.05,0.04,-0.04,-0.94918,0.309017,0.059717,,,,0.000569,[-1.27165136e-04  5.97018295e-05 -5.47735833e-05],0.000604,0.000151,FALSE
0.05,0.04,-0.03,-0.94918,0.309017,0.059717,,,,0.000543,[-1.46897506e-04  6.99271970e-05 -6.36854601e-05],0.0007,0.000175,FALSE
0.05,0.04,-0.02,-0.94918,0.309017,0.059717,,,,0.000508,[-1.69831550e-04  8.19513503e-05 -7.38021024e-05],0.000808,0.000202,FALSE
0.05,0.04,-0.01,-0.94918,0.309017,0.059717,,,,0.000468,[-1.96477667e-04  9.60734759e-05 -8.51900342e-05],0.00094,0.000235,FALSE
0.05,0.04,0,-0.94918,0.309017,0.059717,,,,0.000441,[-2.27406360e-04  1.12626864e-04 -9.78738153e-05],0.001088,0.000272,FALSE
0.05,0.04,0.01,-0.94918,0.309017,0.059717,,,,0.000459,[-0.00026324  0.00013197 -0.00011181],0.00126,0.000315,FALSE
0.05,0.04,0.02,-0.94918,0.309017,0.059717,,,,0.000566,[-0.00030465  0.0001545  -0.00012687],0.001456,0.000364,FALSE
0.05,0.04,0.03,-0.94918,0.309017,0.059717,,,,0.000778,[-0.00035229  0.00018058 -0.00014277],0.001684,0.000421,FALSE
0.05,0.04,0.04,-0.94918,0.309017,0.059717,,,,0.001091,[-0.0004068   0.00021058 -0.00015905],0.00194,0.000485,FALSE
0.05,0.04,0.05,-0.94918,0.309017,0.059717,,,,0.001498,[-0.0004687   0.00024479 -0.00017503],0.002228,0.000557,FALSE
0.05,0.05,-0.05,-0.94918,0.309017,0.059717,,,,0.000602,[-1.07736415e-04  5.23887215e-05 -3.87533347e-05],0.000504,0.000126,FALSE
0.05,0.05,-0.04,-0.94918,0.309017,0.059717,,,,0.000587,[-1.24203394e-04  6.15470981e-05 -4.50726682e-05],0.000584,0.000146,FALSE
0.05,0.05,-0.03,-0.94918,0.309017,0.059717,,,,0.000561,[-1.43304204e-04  7.23788167e-05 -5.22417682e-05],0.000676,0.000169,FALSE
0.05,0.05,-0.02,-0.94918,0.309017,0.059717,,,,0.000523,[-1.65459663e-04  8.51859738e-05 -6.03121996e-05],0.000784,0.000196,FALSE
0.05,0.05,-0.01,-0.94918,0.309017,0.059717,,,,0.000474,[-1.91144628e-04  1.00315165e-04 -6.93102922e-05],0.000908,0.000227,FALSE
0.05,0.05,0,-0.94918,0.309017,0.059717,,,,0.000424,[-2.20886045e-04  1.18157794e-04 -7.92224569e-05],0.001052,0.000263,FALSE
0.05,0.05,0.01,-0.94918,0.309017,0.059717,,,,0.000404,[-2.55255122e-04  1.39146551e-04 -8.99759513e-05],0.001216,0.000304,FALSE
0.05,0.05,0.02,-0.94918,0.309017,0.059717,,,,0.000472,[-0.00029485  0.00016375 -0.00010141],0.001408,0.000352,FALSE
0.05,0.05,0.03,-0.94918,0.309017,0.059717,,,,0.000665,[-0.00034027  0.00019243 -0.00011327],0.001628,0.000407,FALSE
0.05,0.05,0.04,-0.94918,0.309017,0.059717,,,,0.000975,[-0.00039206  0.00022568 -0.00012512],0.001876,0.000469,FALSE
0.05,0.05,0.05,-0.94918,0.309017,0.059717,,,,0.00139,[-0.00045064  0.00026387 -0.00013638],0.00216,0.00054,FALSE
